Uhrzeit;Name;Sensor;Wert;Einheit
2023/11/27T11:34:39-034;MastermindTests->sucess()->repetition 8 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,9;W
2023/11/27T11:34:39-334;MastermindTests->sucess()->repetition 8 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,1;W
2023/11/27T11:34:39-635;MastermindTests->sucess()->repetition 8 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,9;W
2023/11/27T11:34:39-935;MastermindTests->sucess()->repetition 8 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;14,8;W
2023/11/27T11:34:40-236;MastermindTests->sucess()->repetition 8 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;15,3;W
2023/11/27T11:34:40-536;MastermindTests->sucess()->repetition 8 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,4;W
2023/11/27T11:34:40-837;MastermindTests->sucess()->repetition 8 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,6;W
2023/11/27T11:34:41-138;MastermindTests->sucess()->repetition 8 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,2;W
2023/11/27T11:34:41-438;MastermindTests->sucess()->repetition 8 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,6;W
2023/11/27T11:34:41-739;MastermindTests->sucess()->repetition 8 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,4;W
2023/11/27T11:34:42-039;MastermindTests->sucess()->repetition 8 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,3;W
2023/11/27T11:34:42-339;MastermindTests->sucess()->repetition 8 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,1;W
2023/11/27T11:34:42-640;MastermindTests->sucess()->repetition 8 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,6;W
2023/11/27T11:34:42-941;MastermindTests->sucess()->repetition 8 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;15,8;W
2023/11/27T11:34:43-241;MastermindTests->sucess()->repetition 8 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,6;W
2023/11/27T11:34:43-542;MastermindTests->sucess()->repetition 8 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;15,8;W
2023/11/27T11:34:43-843;MastermindTests->sucess()->repetition 8 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;14,5;W
2023/11/27T11:34:44-144;MastermindTests->sucess()->repetition 8 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,9;W
2023/11/27T11:34:44-444;MastermindTests->sucess()->repetition 8 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;13,7;W
2023/11/27T11:34:44-745;MastermindTests->sucess()->repetition 8 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,3;W
2023/11/27T11:34:45-046;MastermindTests->sucess()->repetition 8 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;14,9;W
2023/11/27T11:34:45-346;MastermindTests->sucess()->repetition 8 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,4;W
2023/11/27T11:34:52-490;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;41;
2023/11/27T11:34:52-791;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;27,4;
2023/11/27T11:34:53-092;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,4;
2023/11/27T11:34:53-392;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;34,9;
2023/11/27T11:34:53-692;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,3;
2023/11/27T11:34:53-993;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;28,7;
2023/11/27T11:34:54-294;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;25,4;
2023/11/27T11:34:54-595;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;28,1;
2023/11/27T11:34:54-895;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,7;
2023/11/27T11:34:55-195;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;32,7;
2023/11/27T11:34:55-495;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,6;
2023/11/27T11:34:55-796;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;37;
2023/11/27T11:34:56-096;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;34,5;
2023/11/27T11:34:56-397;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;38,2;
2023/11/27T11:34:56-698;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,5;
2023/11/27T11:34:56-999;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;35,1;
2023/11/27T11:34:57-299;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;42,9;
2023/11/27T11:34:57-600;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,2;
2023/11/27T11:34:57-901;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,6;
2023/11/27T11:34:58-201;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,5;
2023/11/27T11:34:58-501;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;36,5;
2023/11/27T11:34:58-802;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,4;
2023/11/27T11:34:59-102;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,4;
2023/11/27T11:34:59-402;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,7;
2023/11/27T11:34:59-703;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,6;
2023/11/27T11:35:00-003;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;28,9;
2023/11/27T11:35:00-317;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;38;
2023/11/27T11:35:00-618;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;33,3;
2023/11/27T11:35:00-918;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31;
2023/11/27T11:35:01-219;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;34,1;
2023/11/27T11:35:01-521;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,8;
2023/11/27T11:35:01-822;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;32,2;
2023/11/27T11:35:02-122;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;41,8;
2023/11/27T11:35:02-423;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;43,6;
2023/11/27T11:35:02-723;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;67,9;
2023/11/27T11:35:03-024;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;52,4;
2023/11/27T11:35:03-324;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;41,2;
2023/11/27T11:35:03-625;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;32,9;
2023/11/27T11:35:03-925;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;26,2;
2023/11/27T11:35:04-226;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;41,2;
2023/11/27T11:35:04-526;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;42,1;
2023/11/27T11:35:04-827;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;37,6;
2023/11/27T11:35:05-127;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;41,8;
2023/11/27T11:35:05-427;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;44,1;
2023/11/27T11:35:05-728;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;39,7;
2023/11/27T11:35:06-029;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;39,5;
2023/11/27T11:35:06-330;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;40;
2023/11/27T11:35:06-630;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;43,1;
2023/11/27T11:35:06-930;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;41,6;
2023/11/27T11:35:07-230;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;49,3;
2023/11/27T11:35:07-531;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;38,4;
2023/11/27T11:35:07-831;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;35,6;
2023/11/27T11:35:08-132;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;37,8;
2023/11/27T11:35:08-432;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;48,5;
2023/11/27T11:35:08-732;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;38,9;
2023/11/27T11:35:09-033;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;41,4;
2023/11/27T11:35:09-334;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;39,2;
2023/11/27T11:35:09-634;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;43,4;
2023/11/27T11:35:09-935;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;42,4;
2023/11/27T11:35:10-235;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;34,7;
2023/11/27T11:35:10-535;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;40,2;
2023/11/27T11:35:10-836;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;40,3;
2023/11/27T11:35:11-137;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;32,9;
2023/11/27T11:35:11-437;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;39,8;
2023/11/27T11:35:11-737;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;35,2;
2023/11/27T11:35:12-037;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;44,7;
2023/11/27T11:35:12-337;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;46,4;
2023/11/27T11:35:12-637;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;43;
2023/11/27T11:35:12-938;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;38,9;
2023/11/27T11:35:13-238;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;38,4;
2023/11/27T11:35:13-539;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;37,8;
2023/11/27T11:35:13-839;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;43;
2023/11/27T11:35:14-140;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;38,8;
2023/11/27T11:35:14-440;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;39,5;
2023/11/27T11:35:14-741;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;38,8;
2023/11/27T11:35:15-041;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;34,5;
2023/11/27T11:35:15-342;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;36,1;
2023/11/27T11:34:52-490;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;12,8;W
2023/11/27T11:34:52-791;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;14;W
2023/11/27T11:34:53-092;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,8;W
2023/11/27T11:34:53-392;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20,4;W
2023/11/27T11:34:53-692;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16;W
2023/11/27T11:34:53-993;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,9;W
2023/11/27T11:34:54-294;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,5;W
2023/11/27T11:34:54-595;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;15,3;W
2023/11/27T11:34:54-895;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;14,8;W
2023/11/27T11:34:55-195;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;15;W
2023/11/27T11:34:55-495;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,7;W
2023/11/27T11:34:55-796;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,6;W
2023/11/27T11:34:56-096;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;11,9;W
2023/11/27T11:34:56-397;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19;W
2023/11/27T11:34:56-698;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,2;W
2023/11/27T11:34:56-999;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,4;W
2023/11/27T11:34:57-299;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,4;W
2023/11/27T11:34:57-600;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;14,3;W
2023/11/27T11:34:57-901;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;15,7;W
2023/11/27T11:34:58-201;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;12,1;W
2023/11/27T11:34:58-501;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,5;W
2023/11/27T11:34:58-802;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,1;W
2023/11/27T11:34:59-102;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,5;W
2023/11/27T11:34:59-402;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;14,6;W
2023/11/27T11:34:59-703;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;15,3;W
2023/11/27T11:35:00-003;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,6;W
2023/11/27T11:35:00-317;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,6;W
2023/11/27T11:35:00-618;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,2;W
2023/11/27T11:35:00-918;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,2;W
2023/11/27T11:35:01-219;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;13,5;W
2023/11/27T11:35:01-521;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;15,2;W
2023/11/27T11:35:01-822;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16;W
2023/11/27T11:35:02-122;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;15,5;W
2023/11/27T11:35:02-423;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,1;W
2023/11/27T11:35:02-723;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,9;W
2023/11/27T11:35:03-024;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,6;W
2023/11/27T11:35:03-324;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,1;W
2023/11/27T11:35:03-625;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;15,2;W
2023/11/27T11:35:03-925;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;15,6;W
2023/11/27T11:35:04-226;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,1;W
2023/11/27T11:35:04-526;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,1;W
2023/11/27T11:35:04-827;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;15,3;W
2023/11/27T11:35:05-127;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,7;W
2023/11/27T11:35:05-427;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;13,7;W
2023/11/27T11:35:05-728;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;15,9;W
2023/11/27T11:35:06-029;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;14;W
2023/11/27T11:35:06-330;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;14,6;W
2023/11/27T11:35:06-630;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,7;W
2023/11/27T11:35:06-930;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,1;W
2023/11/27T11:35:07-230;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17;W
2023/11/27T11:35:07-531;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,4;W
2023/11/27T11:35:07-831;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;15,7;W
2023/11/27T11:35:08-132;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,7;W
2023/11/27T11:35:08-432;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;15,6;W
2023/11/27T11:35:08-732;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;15,9;W
2023/11/27T11:35:09-033;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,2;W
2023/11/27T11:35:09-334;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,3;W
2023/11/27T11:35:09-634;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,3;W
2023/11/27T11:35:09-935;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,3;W
2023/11/27T11:35:10-235;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,1;W
2023/11/27T11:35:10-535;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,6;W
2023/11/27T11:35:10-836;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;15,8;W
2023/11/27T11:35:11-137;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;14,5;W
2023/11/27T11:35:11-437;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;14,5;W
2023/11/27T11:35:11-737;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,3;W
2023/11/27T11:35:12-037;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;16,4;W
2023/11/27T11:35:12-337;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;15,9;W
2023/11/27T11:35:12-637;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;18,2;W
2023/11/27T11:35:12-938;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;12,7;W
2023/11/27T11:35:13-238;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;15,7;W
2023/11/27T11:35:13-539;MastermindTests->sucess()->repetition 9 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,7;W
