Uhrzeit;Name;Sensor;Wert;Einheit
2023/11/27T11:31:10-301;(measure idle power)Initialize;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;7,1;
2023/11/27T11:31:11-312;(measure idle power)Initialize;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;5,8;
2023/11/27T11:31:12-325;(measure idle power)Initialize;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;5,7;
2023/11/27T11:31:13-349;(measure idle power)Initialize;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;7,2;
2023/11/27T11:31:14-360;(measure idle power)Initialize;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;5,7;
2023/11/27T11:31:15-384;(measure idle power)Initialize;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;3,9;
2023/11/27T11:31:16-396;(measure idle power)Initialize;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;6,7;
2023/11/27T11:31:17-409;(measure idle power)Initialize;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;3,7;
2023/11/27T11:31:10-301;(measure idle power)Initialize;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;7,6;W
2023/11/27T11:31:11-312;(measure idle power)Initialize;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;6,3;W
2023/11/27T11:31:12-325;(measure idle power)Initialize;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;7;W
2023/11/27T11:31:13-349;(measure idle power)Initialize;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;8,1;W
2023/11/27T11:31:14-360;(measure idle power)Initialize;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;7,2;W
2023/11/27T11:31:15-384;(measure idle power)Initialize;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;5,4;W
2023/11/27T11:31:16-396;(measure idle power)Initialize;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;6,7;W
2023/11/27T11:31:17-409;(measure idle power)Initialize;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;5,4;W
2023/11/27T11:31:22-962;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;34,1;
2023/11/27T11:31:23-262;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;34,1;
2023/11/27T11:31:23-563;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;34,1;
2023/11/27T11:31:23-863;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,7;
2023/11/27T11:31:24-163;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,7;
2023/11/27T11:31:24-464;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,7;
2023/11/27T11:31:24-765;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,4;
2023/11/27T11:31:25-066;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,4;
2023/11/27T11:31:25-366;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,4;
2023/11/27T11:31:25-667;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;35,9;
2023/11/27T11:31:25-968;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;35,9;
2023/11/27T11:31:26-268;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;35,9;
2023/11/27T11:31:26-568;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;35,9;
2023/11/27T11:31:26-869;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;45,3;
2023/11/27T11:31:27-170;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;45,3;
2023/11/27T11:31:27-470;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;45,3;
2023/11/27T11:31:27-771;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;35,5;
2023/11/27T11:31:28-072;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;35,5;
2023/11/27T11:31:28-372;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;35,5;
2023/11/27T11:31:28-672;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,6;
2023/11/27T11:31:28-972;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,6;
2023/11/27T11:31:29-272;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,6;
2023/11/27T11:31:29-573;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,6;
2023/11/27T11:31:29-873;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,4;
2023/11/27T11:31:30-174;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,4;
2023/11/27T11:31:30-474;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,4;
2023/11/27T11:31:30-774;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,2;
2023/11/27T11:31:31-074;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,2;
2023/11/27T11:31:31-374;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;31,2;
2023/11/27T11:31:31-674;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;43,5;
2023/11/27T11:31:31-974;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;43,5;
2023/11/27T11:31:32-274;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;43,5;
2023/11/27T11:31:32-575;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;43,5;
2023/11/27T11:31:32-876;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;39,5;
2023/11/27T11:31:33-177;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;39,5;
2023/11/27T11:31:33-478;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;39,5;
2023/11/27T11:31:33-778;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,3;
2023/11/27T11:31:34-079;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,3;
2023/11/27T11:31:34-379;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,3;
2023/11/27T11:31:34-679;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,5;
2023/11/27T11:31:34-980;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,5;
2023/11/27T11:31:35-280;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,5;
2023/11/27T11:31:35-581;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,5;
2023/11/27T11:31:35-882;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,5;
2023/11/27T11:31:36-182;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,5;
2023/11/27T11:31:36-482;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,5;
2023/11/27T11:31:36-783;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;38,4;
2023/11/27T11:31:37-084;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;38,4;
2023/11/27T11:31:37-384;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;38,4;
2023/11/27T11:31:37-685;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;38,4;
2023/11/27T11:31:37-986;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;42,9;
2023/11/27T11:31:38-287;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;42,9;
2023/11/27T11:31:38-588;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;42,9;
2023/11/27T11:31:38-888;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;32;
2023/11/27T11:31:39-188;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;32;
2023/11/27T11:31:39-488;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;32;
2023/11/27T11:31:39-789;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,7;
2023/11/27T11:31:40-089;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,7;
2023/11/27T11:31:22-962;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;30,1;W
2023/11/27T11:31:23-262;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;30,1;W
2023/11/27T11:31:23-563;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;30,1;W
2023/11/27T11:31:23-863;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;27,3;W
2023/11/27T11:31:24-163;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;27,3;W
2023/11/27T11:31:24-464;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;27,3;W
2023/11/27T11:31:24-765;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;29,4;W
2023/11/27T11:31:25-066;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;29,4;W
2023/11/27T11:31:25-366;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;29,4;W
2023/11/27T11:31:25-667;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;29,4;W
2023/11/27T11:31:25-968;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;26;W
2023/11/27T11:31:26-268;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;26;W
2023/11/27T11:31:26-568;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;26;W
2023/11/27T11:31:26-869;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;35,5;W
2023/11/27T11:31:27-170;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;35,5;W
2023/11/27T11:31:27-470;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;35,5;W
2023/11/27T11:31:27-771;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;29,2;W
2023/11/27T11:31:28-072;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;29,2;W
2023/11/27T11:31:28-372;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;29,2;W
2023/11/27T11:31:28-672;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;29,2;W
2023/11/27T11:31:28-972;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;30,9;W
2023/11/27T11:31:29-272;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;30,9;W
2023/11/27T11:31:29-573;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;30,9;W
2023/11/27T11:31:29-873;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;31,2;W
2023/11/27T11:31:30-174;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;31,2;W
2023/11/27T11:31:30-474;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;31,2;W
2023/11/27T11:31:30-774;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;28,1;W
2023/11/27T11:31:31-074;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;28,1;W
2023/11/27T11:31:31-374;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;28,1;W
2023/11/27T11:31:31-674;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;28,1;W
2023/11/27T11:31:31-974;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;31,8;W
2023/11/27T11:31:32-274;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;31,8;W
2023/11/27T11:31:32-575;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;31,8;W
2023/11/27T11:31:32-876;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;30,2;W
2023/11/27T11:31:33-177;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;30,2;W
2023/11/27T11:31:33-478;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;30,2;W
2023/11/27T11:31:33-778;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;28,3;W
2023/11/27T11:31:34-079;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;28,3;W
2023/11/27T11:31:34-379;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;28,3;W
2023/11/27T11:31:34-679;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;28,3;W
2023/11/27T11:31:34-980;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;28,4;W
2023/11/27T11:31:35-280;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;28,4;W
2023/11/27T11:31:35-581;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;28,4;W
2023/11/27T11:31:35-882;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;30,2;W
2023/11/27T11:31:36-182;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;30,2;W
2023/11/27T11:31:36-482;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;30,2;W
2023/11/27T11:31:36-783;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;33,9;W
2023/11/27T11:31:37-084;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;33,9;W
2023/11/27T11:31:37-384;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;33,9;W
2023/11/27T11:31:37-685;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;33,9;W
2023/11/27T11:31:37-986;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20,5;W
2023/11/27T11:31:38-287;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20,5;W
2023/11/27T11:31:38-588;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;20,5;W
2023/11/27T11:31:38-888;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:31:39-188;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:31:39-488;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;19,3;W
2023/11/27T11:31:39-789;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,7;W
2023/11/27T11:31:40-089;MastermindTests->sucess()->repetition 1 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Powers->CPU Package;17,7;W
2023/11/27T11:31:46-270;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;39,1;
2023/11/27T11:31:46-570;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;39,1;
2023/11/27T11:31:46-870;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,9;
2023/11/27T11:31:47-170;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,9;
2023/11/27T11:31:47-470;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,9;
2023/11/27T11:31:47-771;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;33,8;
2023/11/27T11:31:48-072;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;33,8;
2023/11/27T11:31:48-373;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;33,8;
2023/11/27T11:31:48-674;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;32,4;
2023/11/27T11:31:48-975;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;32,4;
2023/11/27T11:31:49-276;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;32,4;
2023/11/27T11:31:49-577;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;32,4;
2023/11/27T11:31:49-878;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,9;
2023/11/27T11:31:50-179;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,9;
2023/11/27T11:31:50-479;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,9;
2023/11/27T11:31:50-779;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,7;
2023/11/27T11:31:51-080;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,7;
2023/11/27T11:31:51-380;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,7;
2023/11/27T11:31:51-681;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;33,1;
2023/11/27T11:31:51-981;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;33,1;
2023/11/27T11:31:52-282;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;33,1;
2023/11/27T11:31:52-589;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;33,1;
2023/11/27T11:31:52-889;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;52,3;
2023/11/27T11:31:53-190;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;52,3;
2023/11/27T11:31:53-490;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;52,3;
2023/11/27T11:31:53-790;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,4;
2023/11/27T11:31:54-091;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,4;
2023/11/27T11:31:54-392;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,4;
2023/11/27T11:31:54-693;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,9;
2023/11/27T11:31:54-995;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,9;
2023/11/27T11:31:55-296;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,9;
2023/11/27T11:31:55-595;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;29,9;
2023/11/27T11:31:55-896;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,7;
2023/11/27T11:31:56-196;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,7;
2023/11/27T11:31:56-496;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,7;
2023/11/27T11:31:56-796;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,9;
2023/11/27T11:31:57-097;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,9;
2023/11/27T11:31:57-398;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;30,9;
2023/11/27T11:31:57-698;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;34,6;
2023/11/27T11:31:57-999;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;34,6;
2023/11/27T11:31:58-299;MastermindTests->sucess()->repetition 2 of 10;GD-WIN11-LAP->11th Gen Intel Core i7-1165G7->Load->CPU Total;34,6;
